2023.08.14 15:01:33,573	INFO	1	org.l2jmobius.commons.database.DatabaseFactory	Database: Initialized.
2023.08.14 15:01:33,632	INFO	1	org.l2jmobius.commons.threads.ThreadPool	ThreadPool: Initialized
2023.08.14 15:01:33,634	INFO	1	org.l2jmobius.commons.threads.ThreadPool	...scheduled pool executor with 2 total threads.
2023.08.14 15:01:33,634	INFO	1	org.l2jmobius.commons.threads.ThreadPool	...instant pool executor with 2 total threads.
2023.08.14 15:01:33,637	INFO	1	org.l2jmobius.loginserver.LoginController	Loading LoginController...
2023.08.14 15:01:33,907	INFO	1	org.l2jmobius.loginserver.LoginController	Cached 10 KeyPairs for RSA communication.
2023.08.14 15:01:34,028	INFO	1	org.l2jmobius.loginserver.GameServerTable	Loaded 127 server names.
2023.08.14 15:01:34,047	INFO	1	org.l2jmobius.loginserver.GameServerTable	Loaded 1 registered Game Servers.
2023.08.14 15:01:34,141	INFO	1	org.l2jmobius.loginserver.GameServerTable	Cached 10 RSA keys for Game Server communication.
2023.08.14 15:01:34,161	INFO	1	org.l2jmobius.loginserver.LoginServer	Loaded 2 IP Bans.
2023.08.14 15:01:34,163	INFO	1	org.l2jmobius.loginserver.LoginServer	Listening for GameServers on 0.0.0.0:9014
2023.08.14 15:01:34,187	INFO	34	org.l2jmobius.commons.network.NetServer	LoginServer: Listening on port 2106 for incoming connections.
2023.08.14 15:02:34,365	INFO	37	org.l2jmobius.loginserver.GameServerThread	Updated Gameserver [2] Sieghardt IP's:
2023.08.14 15:02:34,368	INFO	37	org.l2jmobius.loginserver.GameServerThread	127.0.0.1/127.0.0.0/8
2023.08.14 15:02:34,369	INFO	37	org.l2jmobius.loginserver.GameServerThread	10.0.0.0/10.0.0.0/8
2023.08.14 15:02:34,369	INFO	37	org.l2jmobius.loginserver.GameServerThread	172.16.0.0/172.16.0.0/19
2023.08.14 15:02:34,369	INFO	37	org.l2jmobius.loginserver.GameServerThread	192.168.0.110/192.168.0.0/16
2023.08.14 15:02:34,369	INFO	37	org.l2jmobius.loginserver.GameServerThread	192.168.0.0/192.168.0.0/24
2023.08.14 15:02:34,369	INFO	37	org.l2jmobius.loginserver.GameServerThread	192.168.1.0/192.168.1.0/24
2023.08.14 15:02:34,369	INFO	37	org.l2jmobius.loginserver.GameServerThread	178.169.202.98/0.0.0.0/0
2023.08.14 23:14:39,208	INFO	22	org.l2jmobius.loginserver.LoginServer	Loaded 2 IP Bans.
2023.08.14 23:14:52,024	INFO	37	org.l2jmobius.loginserver.GameServerThread	GameServer [2] Sieghardt: Connection lost: Connection reset
2023.08.14 23:14:52,025	INFO	37	org.l2jmobius.loginserver.GameServerThread	Server [2] Sieghardt is now set as disconnected.
2023.08.14 23:16:33,168	INFO	176	org.l2jmobius.loginserver.GameServerThread	Updated Gameserver [2] Sieghardt IP's:
2023.08.14 23:16:33,168	INFO	176	org.l2jmobius.loginserver.GameServerThread	127.0.0.1/127.0.0.0/8
2023.08.14 23:16:33,168	INFO	176	org.l2jmobius.loginserver.GameServerThread	10.0.0.0/10.0.0.0/8
2023.08.14 23:16:33,168	INFO	176	org.l2jmobius.loginserver.GameServerThread	172.16.0.0/172.16.0.0/19
2023.08.14 23:16:33,168	INFO	176	org.l2jmobius.loginserver.GameServerThread	192.168.0.110/192.168.0.0/16
2023.08.14 23:16:33,168	INFO	176	org.l2jmobius.loginserver.GameServerThread	192.168.0.0/192.168.0.0/24
2023.08.14 23:16:33,168	INFO	176	org.l2jmobius.loginserver.GameServerThread	192.168.1.0/192.168.1.0/24
2023.08.14 23:16:33,168	INFO	176	org.l2jmobius.loginserver.GameServerThread	178.169.202.98/0.0.0.0/0
2023.08.14 23:30:43,562	INFO	176	org.l2jmobius.loginserver.GameServerThread	GameServer [2] Sieghardt: Connection lost: Connection reset
2023.08.14 23:30:43,562	INFO	176	org.l2jmobius.loginserver.GameServerThread	Server [2] Sieghardt is now set as disconnected.
2023.08.14 23:31:27,872	INFO	182	org.l2jmobius.loginserver.GameServerThread	Updated Gameserver [2] Sieghardt IP's:
2023.08.14 23:31:27,872	INFO	182	org.l2jmobius.loginserver.GameServerThread	127.0.0.1/127.0.0.0/8
2023.08.14 23:31:27,872	INFO	182	org.l2jmobius.loginserver.GameServerThread	10.0.0.0/10.0.0.0/8
2023.08.14 23:31:27,872	INFO	182	org.l2jmobius.loginserver.GameServerThread	172.16.0.0/172.16.0.0/19
2023.08.14 23:31:27,872	INFO	182	org.l2jmobius.loginserver.GameServerThread	192.168.0.110/192.168.0.0/16
2023.08.14 23:31:27,872	INFO	182	org.l2jmobius.loginserver.GameServerThread	192.168.0.0/192.168.0.0/24
2023.08.14 23:31:27,873	INFO	182	org.l2jmobius.loginserver.GameServerThread	192.168.1.0/192.168.1.0/24
2023.08.14 23:31:27,873	INFO	182	org.l2jmobius.loginserver.GameServerThread	178.169.202.98/0.0.0.0/0
2023.08.14 23:34:34,225	INFO	182	org.l2jmobius.loginserver.GameServerThread	GameServer [2] Sieghardt: Connection lost: Connection reset
2023.08.14 23:34:34,226	INFO	182	org.l2jmobius.loginserver.GameServerThread	Server [2] Sieghardt is now set as disconnected.
2023.08.14 23:35:12,206	INFO	184	org.l2jmobius.loginserver.GameServerThread	Updated Gameserver [2] Sieghardt IP's:
2023.08.14 23:35:12,206	INFO	184	org.l2jmobius.loginserver.GameServerThread	127.0.0.1/127.0.0.0/8
2023.08.14 23:35:12,206	INFO	184	org.l2jmobius.loginserver.GameServerThread	10.0.0.0/10.0.0.0/8
2023.08.14 23:35:12,206	INFO	184	org.l2jmobius.loginserver.GameServerThread	172.16.0.0/172.16.0.0/19
2023.08.14 23:35:12,207	INFO	184	org.l2jmobius.loginserver.GameServerThread	192.168.0.110/192.168.0.0/16
2023.08.14 23:35:12,207	INFO	184	org.l2jmobius.loginserver.GameServerThread	192.168.0.0/192.168.0.0/24
2023.08.14 23:35:12,207	INFO	184	org.l2jmobius.loginserver.GameServerThread	192.168.1.0/192.168.1.0/24
2023.08.14 23:35:12,207	INFO	184	org.l2jmobius.loginserver.GameServerThread	178.169.202.98/0.0.0.0/0
