2023.08.15 14:33:30,128	INFO	1	org.l2jmobius.commons.database.DatabaseFactory	Database: Initialized.
2023.08.15 14:33:30,194	INFO	1	org.l2jmobius.commons.threads.ThreadPool	ThreadPool: Initialized
2023.08.15 14:33:30,196	INFO	1	org.l2jmobius.commons.threads.ThreadPool	...scheduled pool executor with 2 total threads.
2023.08.15 14:33:30,196	INFO	1	org.l2jmobius.commons.threads.ThreadPool	...instant pool executor with 2 total threads.
2023.08.15 14:33:30,198	INFO	1	org.l2jmobius.loginserver.LoginController	Loading LoginController...
2023.08.15 14:33:30,479	INFO	1	org.l2jmobius.loginserver.LoginController	Cached 10 KeyPairs for RSA communication.
2023.08.15 14:33:30,548	INFO	1	org.l2jmobius.loginserver.GameServerTable	Loaded 127 server names.
2023.08.15 14:33:30,551	INFO	1	org.l2jmobius.loginserver.GameServerTable	Loaded 1 registered Game Servers.
2023.08.15 14:33:30,587	INFO	1	org.l2jmobius.loginserver.GameServerTable	Cached 10 RSA keys for Game Server communication.
2023.08.15 14:33:30,589	INFO	1	org.l2jmobius.loginserver.LoginServer	Loaded 2 IP Bans.
2023.08.15 14:33:30,591	INFO	1	org.l2jmobius.loginserver.LoginServer	Listening for GameServers on 0.0.0.0:9014
2023.08.15 14:33:30,597	INFO	34	org.l2jmobius.commons.network.NetServer	LoginServer: Listening on port 2106 for incoming connections.
2023.08.15 14:33:30,897	INFO	36	org.l2jmobius.loginserver.GameServerThread	Updated Gameserver [2] Sieghardt IP's:
2023.08.15 14:33:30,899	INFO	36	org.l2jmobius.loginserver.GameServerThread	127.0.0.1/127.0.0.0/8
2023.08.15 14:33:30,900	INFO	36	org.l2jmobius.loginserver.GameServerThread	10.0.0.0/10.0.0.0/8
2023.08.15 14:33:30,900	INFO	36	org.l2jmobius.loginserver.GameServerThread	172.16.0.0/172.16.0.0/19
2023.08.15 14:33:30,900	INFO	36	org.l2jmobius.loginserver.GameServerThread	192.168.0.110/192.168.0.0/16
2023.08.15 14:33:30,900	INFO	36	org.l2jmobius.loginserver.GameServerThread	192.168.0.0/192.168.0.0/24
2023.08.15 14:33:30,900	INFO	36	org.l2jmobius.loginserver.GameServerThread	192.168.1.0/192.168.1.0/24
2023.08.15 14:33:30,900	INFO	36	org.l2jmobius.loginserver.GameServerThread	178.169.202.98/0.0.0.0/0
2023.08.15 14:33:43,922	INFO	36	org.l2jmobius.loginserver.GameServerThread	GameServer [2] Sieghardt: Connection lost: Connection reset
2023.08.15 14:33:43,922	INFO	36	org.l2jmobius.loginserver.GameServerThread	Server [2] Sieghardt is now set as disconnected.
2023.08.15 14:34:21,821	INFO	38	org.l2jmobius.loginserver.GameServerThread	Updated Gameserver [2] Sieghardt IP's:
2023.08.15 14:34:21,822	INFO	38	org.l2jmobius.loginserver.GameServerThread	127.0.0.1/127.0.0.0/8
2023.08.15 14:34:21,822	INFO	38	org.l2jmobius.loginserver.GameServerThread	10.0.0.0/10.0.0.0/8
2023.08.15 14:34:21,822	INFO	38	org.l2jmobius.loginserver.GameServerThread	172.16.0.0/172.16.0.0/19
2023.08.15 14:34:21,822	INFO	38	org.l2jmobius.loginserver.GameServerThread	192.168.0.110/192.168.0.0/16
2023.08.15 14:34:21,822	INFO	38	org.l2jmobius.loginserver.GameServerThread	192.168.0.0/192.168.0.0/24
2023.08.15 14:34:21,822	INFO	38	org.l2jmobius.loginserver.GameServerThread	192.168.1.0/192.168.1.0/24
2023.08.15 14:34:21,822	INFO	38	org.l2jmobius.loginserver.GameServerThread	178.169.202.98/0.0.0.0/0
2023.08.15 15:44:43,499	INFO	38	org.l2jmobius.loginserver.GameServerThread	GameServer [2] Sieghardt: Connection lost: Connection reset
2023.08.15 15:44:43,501	INFO	38	org.l2jmobius.loginserver.GameServerThread	Server [2] Sieghardt is now set as disconnected.
2023.08.15 15:45:53,179	INFO	57	org.l2jmobius.loginserver.GameServerThread	Updated Gameserver [2] Sieghardt IP's:
2023.08.15 15:45:53,180	INFO	57	org.l2jmobius.loginserver.GameServerThread	127.0.0.1/127.0.0.0/8
2023.08.15 15:45:53,180	INFO	57	org.l2jmobius.loginserver.GameServerThread	10.0.0.0/10.0.0.0/8
2023.08.15 15:45:53,180	INFO	57	org.l2jmobius.loginserver.GameServerThread	172.16.0.0/172.16.0.0/19
2023.08.15 15:45:53,180	INFO	57	org.l2jmobius.loginserver.GameServerThread	192.168.0.110/192.168.0.0/16
2023.08.15 15:45:53,181	INFO	57	org.l2jmobius.loginserver.GameServerThread	192.168.0.0/192.168.0.0/24
2023.08.15 15:45:53,181	INFO	57	org.l2jmobius.loginserver.GameServerThread	192.168.1.0/192.168.1.0/24
2023.08.15 15:45:53,181	INFO	57	org.l2jmobius.loginserver.GameServerThread	178.169.202.98/0.0.0.0/0
2023.08.15 19:03:32,657	INFO	57	org.l2jmobius.loginserver.GameServerThread	GameServer [2] Sieghardt: Connection lost: Connection reset
